,id,text,entities
59,2561,"We do believe there is evidence suggestive of a connection between Shamoon 2 and the Magic Hound campaign, which could indicate these two attack campaigns could have worked in conjunction with each other to execute the Shamoon 2 attacks.","[{'end_offset': 105, 'id': 47761, 'label': 'campaign', 'start_offset': 85}, {'end_offset': 76, 'id': 47760, 'label': 'campaign', 'start_offset': 67}, {'end_offset': 228, 'id': 47762, 'label': 'campaign', 'start_offset': 219}]"
60,1872,"Avast responded to our notification with this statement: ""We can confirm the vulnerability in an old version of our driver aswArPot.sys, which we fixed in our Avast 21.5 released in June 2021.","[{'end_offset': 135, 'id': 45157, 'label': 'FILEPATH', 'start_offset': 123}, {'end_offset': 169, 'id': 45158, 'label': 'SOFTWARE', 'start_offset': 159}, {'end_offset': 191, 'id': 45159, 'label': 'TIME', 'start_offset': 182}, {'end_offset': 5, 'id': 45160, 'label': 'identity', 'start_offset': 0}]"
61,4573,"COLDRIVER, a Russian-based threat actor sometimes referred to as Callisto, continues to send credential phishing emails to targets including government and defense officials, politicians, NGOs and think tanks, and journalists.","[{'end_offset': 73, 'id': 50416, 'label': 'threat-actor', 'start_offset': 65}, {'end_offset': 9, 'id': 50415, 'label': 'threat-actor', 'start_offset': 0}, {'end_offset': 119, 'id': 50417, 'label': 'attack-pattern', 'start_offset': 88}]"
62,4930,"In this blog, we explore some of the most notable campaigns we’ve disrupted this year from a different government-backed attacker: APT35, an Iranian group, which regularly conducts phishing campaigns targeting high risk users.","[{'end_offset': 136, 'id': 50945, 'label': 'threat-actor', 'start_offset': 131}, {'end_offset': 148, 'id': 50947, 'label': 'location', 'start_offset': 141}]"
63,1986,This post is also available in:      日本語 (Japanese)  HelloXD is a ransomware family performing double extortion attacks that surfaced in November 2021.,"[{'end_offset': 60, 'id': 45202, 'label': 'malware', 'start_offset': 53}, {'end_offset': 150, 'id': 45203, 'label': 'TIME', 'start_offset': 137}, {'end_offset': 111, 'id': 45205, 'label': 'attack-pattern', 'start_offset': 95}]"
64,3798,"When we tracked ChessMaster back in November, we noted that it exploited the SOAP WSDL parser vulnerability CVE-2017-8759 (patched in September 2017) within the Microsoft .NET framework to download additional malware.","[{'end_offset': 27, 'id': 49661, 'label': 'malware', 'start_offset': 16}, {'end_offset': 148, 'id': 49664, 'label': 'TIME', 'start_offset': 134}, {'end_offset': 121, 'id': 49666, 'label': 'vulnerability', 'start_offset': 77}, {'end_offset': 44, 'id': 49662, 'label': 'TIME', 'start_offset': 36}, {'end_offset': 185, 'id': 49667, 'label': 'SOFTWARE', 'start_offset': 161}]"
65,3730,"On April 6, 2022, VMware published a security advisory mentioning eight vulnerabilities, including CVE-2022-22954 and CVE-2022-22960 impacting their products VMware Workspace ONE Access, Identity Manager and vRealize Automation.","[{'end_offset': 113, 'id': 49530, 'label': 'vulnerability', 'start_offset': 99}, {'end_offset': 132, 'id': 49531, 'label': 'vulnerability', 'start_offset': 118}, {'end_offset': 203, 'id': 49533, 'label': 'SOFTWARE', 'start_offset': 187}, {'end_offset': 227, 'id': 49534, 'label': 'SOFTWARE', 'start_offset': 208}, {'end_offset': 185, 'id': 49532, 'label': 'SOFTWARE', 'start_offset': 158}, {'end_offset': 16, 'id': 49528, 'label': 'TIME', 'start_offset': 3}, {'end_offset': 24, 'id': 49529, 'label': 'identity', 'start_offset': 18}]"
66,3971," As observed on CVE-2020-0688, the use of static keys — as opposed to randomly generated keys — can allow an attacker to execute arbitrary code by tricking the server into deserializing ViewState data.","[{'end_offset': 29, 'id': 49830, 'label': 'vulnerability', 'start_offset': 16}, {'end_offset': 143, 'id': 49831, 'label': 'attack-pattern', 'start_offset': 121}]"
67,3528,"Protux’s latest version, 3.7, uses the open-source compiler OpenCSP to generate a session key with the RSA algorithm.","[{'end_offset': 6, 'id': 10665, 'label': 'malware', 'start_offset': 0}, {'end_offset': 67, 'id': 49309, 'label': 'tools', 'start_offset': 60}]"
68,1757,"And before long, Yuki Chen (@guhe120), a Chinese researcher, posted his answer.","[{'end_offset': 36, 'id': 46908, 'label': 'identity', 'start_offset': 28}, {'end_offset': 26, 'id': 46907, 'label': 'identity', 'start_offset': 17}, {'end_offset': 48, 'id': 46909, 'label': 'location', 'start_offset': 41}]"
69,5411,"The vendors that were targeted by VPNFilter were Asus, D-Link, Huawei, Linksys, MikroTik, Netgear, QNAP, TP-Link, Ubiquiti, UPVEL, and ZDE.","[{'end_offset': 103, 'id': 51412, 'label': 'identity', 'start_offset': 99}, {'end_offset': 138, 'id': 51415, 'label': 'identity', 'start_offset': 135}, {'end_offset': 78, 'id': 51409, 'label': 'identity', 'start_offset': 71}, {'end_offset': 88, 'id': 51410, 'label': 'identity', 'start_offset': 80}, {'end_offset': 43, 'id': 51405, 'label': 'malware', 'start_offset': 34}, {'end_offset': 53, 'id': 51406, 'label': 'identity', 'start_offset': 49}, {'end_offset': 61, 'id': 51407, 'label': 'identity', 'start_offset': 55}, {'end_offset': 69, 'id': 51408, 'label': 'identity', 'start_offset': 63}, {'end_offset': 97, 'id': 51411, 'label': 'identity', 'start_offset': 90}, {'end_offset': 112, 'id': 51413, 'label': 'identity', 'start_offset': 105}, {'end_offset': 122, 'id': 51414, 'label': 'identity', 'start_offset': 114}]"
70,3417,BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  d18d84d32a340d20ab07a36f9e4b959495ecd88d7b0e9799399fcc4e959f536b  flash_installer.exe,"[{'end_offset': 11, 'id': 10305, 'label': 'malware', 'start_offset': 0}, {'end_offset': 110, 'id': 10306, 'label': 'hash', 'start_offset': 46}, {'end_offset': 44, 'id': 49106, 'label': 'malware', 'start_offset': 20}, {'end_offset': 131, 'id': 49107, 'label': 'FILEPATH', 'start_offset': 112}]"
71,2013,"For example, LockBit 2.0 leverages Tox Chat for threat actor communications.","[{'end_offset': 24, 'id': 45221, 'label': 'malware', 'start_offset': 13}, {'end_offset': 43, 'id': 45222, 'label': 'tools', 'start_offset': 35}]"
72,354,TrustedSec reports on how attackers were apparently able to glean user credentials from a certain device via the Heartbleed vulnerability and use them to log in via a VPN.,"[{'end_offset': 10, 'id': 44711, 'label': 'identity', 'start_offset': 0}, {'end_offset': 137, 'id': 44712, 'label': 'vulnerability', 'start_offset': 113}, {'end_offset': 170, 'id': 44713, 'label': 'tools', 'start_offset': 167}, {'end_offset': 82, 'id': 44714, 'label': 'attack-pattern', 'start_offset': 60}]"
73,2845, The WanaCrypt0r ransomware spreads itself by heavily scanning over TCP port 445 (associated with SMB) and attempting to exploit the ETERNALBLUE vulnerability on systems.,"[{'end_offset': 16, 'id': 48049, 'label': 'malware', 'start_offset': 5}, {'end_offset': 144, 'id': 8683, 'label': 'vulnerability', 'start_offset': 133}]"
74,4562,"Based on our analysis, we believe that the StopWar app was developed by pro-Ukrainian developers and was the inspiration for what Turla actors based their fake CyberAzov DoS app off of.","[{'end_offset': 54, 'id': 50379, 'label': 'malware', 'start_offset': 43}, {'end_offset': 142, 'id': 50380, 'label': 'threat-actor', 'start_offset': 130}, {'end_offset': 177, 'id': 50381, 'label': 'malware', 'start_offset': 160}]"
75,4873,"In 2014, Microsoft filed a civil suit against the developer, Mohammed Benabdellah, for the development and dissemination of H-Worm.","[{'end_offset': 7, 'id': 50875, 'label': 'TIME', 'start_offset': 3}, {'end_offset': 81, 'id': 50877, 'label': 'identity', 'start_offset': 61}, {'end_offset': 130, 'id': 50878, 'label': 'malware', 'start_offset': 124}, {'end_offset': 18, 'id': 50876, 'label': 'identity', 'start_offset': 9}]"
76,14296,Maikspy on the Windows platform  Figure 7.,"[{'end_offset': 8, 'id': 48501, 'label': 'malware', 'start_offset': 0}, {'end_offset': 23, 'id': 48502, 'label': 'SOFTWARE', 'start_offset': 15}]"
77,3624, A good example of a generalized phishing campaign is the Blank Slate Campaign we wrote about in March 2017.,"[{'end_offset': 78, 'id': 49409, 'label': 'campaign', 'start_offset': 58}, {'end_offset': 107, 'id': 49410, 'label': 'TIME', 'start_offset': 97}, {'end_offset': 50, 'id': 49408, 'label': 'attack-pattern', 'start_offset': 33}]"
78,876,analysis sample  PClock2 is written in Visual Basic.,"[{'end_offset': 51, 'id': 46410, 'label': 'SOFTWARE', 'start_offset': 39}, {'end_offset': 24, 'id': 44898, 'label': 'malware', 'start_offset': 17}]"
79,4552,This is the first known instance of Turla distributing Android-related malware.,"[{'end_offset': 41, 'id': 50361, 'label': 'threat-actor', 'start_offset': 36}, {'end_offset': 62, 'id': 50362, 'label': 'SOFTWARE', 'start_offset': 55}]"
80,1942,"The decoy documents tell more about Urpage's possible targets, as it contains text from articles about the region of Kashmir.","[{'end_offset': 42, 'id': 47066, 'label': 'threat-actor', 'start_offset': 36}, {'end_offset': 124, 'id': 47067, 'label': 'location', 'start_offset': 117}]"
81,231,"A phishing webpage targeting a Ukrainian state administration employee, detected by our in-house machine learning models on March 16.Our teams at Palo Alto Networks are actively monitoring the phishing landscape surrounding Ukraine-related URLs and are sharing this threat intelligence with relevant authorities in Ukraine and internationally.","[{'end_offset': 10, 'id': 765, 'label': 'attack-pattern', 'start_offset': 2}, {'end_offset': 201, 'id': 771, 'label': 'attack-pattern', 'start_offset': 193}, {'end_offset': 70, 'id': 44647, 'label': 'identity', 'start_offset': 31}, {'end_offset': 132, 'id': 44648, 'label': 'TIME', 'start_offset': 124}, {'end_offset': 164, 'id': 44649, 'label': 'identity', 'start_offset': 146}, {'end_offset': 322, 'id': 44650, 'label': 'location', 'start_offset': 315}]"
82,1479,"In addition to our research, the Baidu Security team in China recently found 23 mobile banking apps sharing the same certificate hosted by a third party app developer and reported the discovery to the CNCERT in China.","[{'end_offset': 61, 'id': 45023, 'label': 'location', 'start_offset': 56}, {'end_offset': 216, 'id': 45025, 'label': 'location', 'start_offset': 211}, {'end_offset': 207, 'id': 45026, 'label': 'identity', 'start_offset': 201}, {'end_offset': 52, 'id': 45024, 'label': 'identity', 'start_offset': 33}]"
83,2285,"Parallel to the analysis, tracking, and technical disruption of this botnet, Google has filed a lawsuit against two individuals believed to be located in Russia for operating the Glupteba Botnet and its various criminal schemes.","[{'end_offset': 83, 'id': 47357, 'label': 'identity', 'start_offset': 77}, {'end_offset': 187, 'id': 47356, 'label': 'malware', 'start_offset': 179}, {'end_offset': 160, 'id': 47358, 'label': 'location', 'start_offset': 154}]"
84,3179, We also found several clues that show how the malware might be connected with the Winnti Group(also known as APT41).  ,"[{'end_offset': 115, 'id': 48308, 'label': 'threat-actor', 'start_offset': 110}, {'end_offset': 95, 'id': 48307, 'label': 'threat-actor', 'start_offset': 83}]"
85,4082,"During our investigation into Earth Centaurs activities, we found that it also uses another backdoor called Lilith RAT.","[{'end_offset': 44, 'id': 49916, 'label': 'threat-actor', 'start_offset': 30}, {'end_offset': 118, 'id': 49917, 'label': 'malware', 'start_offset': 108}]"
86,13913,"It is interesting to note that DarkSide’s ransom note is similar to that of Babuk, which might indicate that these two families share a link.","[{'end_offset': 42, 'id': 48734, 'label': 'malware', 'start_offset': 31}, {'end_offset': 81, 'id': 48735, 'label': 'malware', 'start_offset': 76}]"
87,2064,This particular IP was linked to a Contabo server that x4k had also included within their VirusTotal graph discussed above.,"[{'end_offset': 58, 'id': 45245, 'label': 'threat-actor', 'start_offset': 55}, {'end_offset': 42, 'id': 45247, 'label': 'identity', 'start_offset': 35}, {'end_offset': 101, 'id': 45246, 'label': 'SOFTWARE', 'start_offset': 90}]"
88,13545,"The Water Pamola attack chain      After further searching, we noticed that an online store administrator asked about a strange online order that contains JavaScript code inserted into the field where the customer’s address or company name would normally be located.","[{'end_offset': 16, 'id': 51617, 'label': 'campaign', 'start_offset': 4}, {'end_offset': 105, 'id': 51618, 'label': 'identity', 'start_offset': 79}, {'end_offset': 179, 'id': 51620, 'label': 'attack-pattern', 'start_offset': 155}]"
89,3469,"If the affected system can connect online and doesn’t have AV software, Marade will connect to a Blackgear-controlled public blog or social media post to retrieve an encrypted C&C configuration.","[{'end_offset': 193, 'id': 49269, 'label': 'Infrastucture', 'start_offset': 118}, {'end_offset': 78, 'id': 49267, 'label': 'malware', 'start_offset': 72}, {'end_offset': 106, 'id': 49268, 'label': 'threat-actor', 'start_offset': 97}]"
90,14259,Related Hashes (SHA256) detected as BKDR64_WINNTI.ONM: 06b077e31a6f339c4f3b1f61ba9a6a6ba827afe52ed5bed6a6bf56bf18a279ba — cryptbase.dll 1e63a7186886deea6c4e5c2a329eab76a60be3a65bca1ba9ed6e71f9a46b7e9d – loadperf.dll 7c37ebb96c54d5d8ea232951ccf56cb1d029facdd6b730f80ca2ad566f6c5d9b – loadoerf.ini 9d04ef8708cf030b9688bf3e8287c1790023a76374e43bd332178e212420f9fb — wbemcomn.ini b1a0d0508ee932bbf91625330d2136f33344ed70cb25f7e64be0620d32c4b9e2 — cryptbase.ini e5273b72c853f12b77a11e9c08ae6432fabbb32238ac487af2fb959a6cc26089 — wbemcomn.dll        Tags  Malware | APT & Targeted Attacks | Endpoints | Research,"[{'end_offset': 53, 'id': 48453, 'label': 'FILEPATH', 'start_offset': 36}, {'end_offset': 295, 'id': 48457, 'label': 'FILEPATH', 'start_offset': 283}, {'end_offset': 537, 'id': 48459, 'label': 'FILEPATH', 'start_offset': 524}, {'end_offset': 456, 'id': 48460, 'label': 'FILEPATH', 'start_offset': 443}, {'end_offset': 135, 'id': 48455, 'label': 'FILEPATH', 'start_offset': 122}, {'end_offset': 215, 'id': 48456, 'label': 'FILEPATH', 'start_offset': 203}, {'end_offset': 376, 'id': 48463, 'label': 'FILEPATH', 'start_offset': 363}, {'end_offset': 119, 'id': 44129, 'label': 'hash', 'start_offset': 55}, {'end_offset': 200, 'id': 44130, 'label': 'hash', 'start_offset': 136}, {'end_offset': 280, 'id': 44131, 'label': 'hash', 'start_offset': 216}, {'end_offset': 360, 'id': 44132, 'label': 'hash', 'start_offset': 296}, {'end_offset': 440, 'id': 44133, 'label': 'hash', 'start_offset': 376}, {'end_offset': 521, 'id': 44134, 'label': 'hash', 'start_offset': 457}]"
91,3530,Different versions of Protux used by Blackgear Figure 9.,"[{'end_offset': 28, 'id': 49310, 'label': 'malware', 'start_offset': 22}, {'end_offset': 46, 'id': 49311, 'label': 'threat-actor', 'start_offset': 37}]"
92,621,"This post is also available in:      日本語 (Japanese)  This Unit 42 blog provides an update on the threat situation surrounding attacks using the Petya Ransomware which are impacting organizations in Ukraine, Russia and to a lesser extent around the world.","[{'end_offset': 65, 'id': 2073, 'label': 'identity', 'start_offset': 58}, {'end_offset': 149, 'id': 2074, 'label': 'malware', 'start_offset': 144}, {'end_offset': 160, 'id': 44803, 'label': 'malware', 'start_offset': 144}, {'end_offset': 205, 'id': 44804, 'label': 'location', 'start_offset': 198}, {'end_offset': 213, 'id': 44805, 'label': 'location', 'start_offset': 207}]"
93,14123,Mattermost was being used as a C2 channel for the malware.,"[{'end_offset': 11, 'id': 48188, 'label': 'SOFTWARE', 'start_offset': 0}, {'end_offset': 57, 'id': 48189, 'label': 'malware', 'start_offset': 50}]"
94,14341,The first variant of Maikspy appeared on the Windows platform in December 2016.,"[{'end_offset': 29, 'id': 48576, 'label': 'malware', 'start_offset': 21}, {'end_offset': 78, 'id': 48578, 'label': 'TIME', 'start_offset': 65}, {'end_offset': 53, 'id': 48577, 'label': 'SOFTWARE', 'start_offset': 45}]"
95,1860,"While AvosLocker has been documented for its abuse of AnyDesk for lateral movement as its preferred application, we note that other remote access applications can also be abused to replace it.","[{'end_offset': 16, 'id': 45154, 'label': 'malware', 'start_offset': 6}, {'end_offset': 61, 'id': 45155, 'label': 'tools', 'start_offset': 54}, {'end_offset': 82, 'id': 45156, 'label': 'attack-pattern', 'start_offset': 66}]"
96,288,"Spear Phishing Attacks Target Organizations in Ukraine, Payloads Include the Document Stealer OutSteel and the Downloader SaintBot Threat Briefing: Protecting Against Russia-Ukraine Cyber Activity Palo Alto Networks Resource Page: Protect Against Russia-Ukraine Cyber Activity Cortex XDR Protections Against Malware Associated with Ukraine and Russia Cyber Activity","[{'end_offset': 14, 'id': 970, 'label': 'attack-pattern', 'start_offset': 0}, {'end_offset': 102, 'id': 974, 'label': 'malware', 'start_offset': 94}, {'end_offset': 130, 'id': 976, 'label': 'malware', 'start_offset': 122}, {'end_offset': 173, 'id': 977, 'label': 'location', 'start_offset': 167}, {'end_offset': 181, 'id': 978, 'label': 'location', 'start_offset': 174}, {'end_offset': 215, 'id': 979, 'label': 'identity', 'start_offset': 197}, {'end_offset': 253, 'id': 981, 'label': 'location', 'start_offset': 247}, {'end_offset': 261, 'id': 982, 'label': 'location', 'start_offset': 254}, {'end_offset': 287, 'id': 983, 'label': 'tools', 'start_offset': 277}, {'end_offset': 54, 'id': 44679, 'label': 'identity', 'start_offset': 30}, {'end_offset': 54, 'id': 44678, 'label': 'location', 'start_offset': 47}, {'end_offset': 339, 'id': 44685, 'label': 'location', 'start_offset': 332}, {'end_offset': 350, 'id': 44686, 'label': 'location', 'start_offset': 344}]"
97,1887,"What sets Urpage attacks apart is its targeting of InPage, a word processor for Urdu and Arabic languages.","[{'end_offset': 57, 'id': 45163, 'label': 'SOFTWARE', 'start_offset': 51}, {'end_offset': 16, 'id': 45162, 'label': 'threat-actor', 'start_offset': 10}]"
98,14253,"Nearly all the C&C servers are hosted in the U.S., while two are located in Japan.","[{'end_offset': 49, 'id': 48448, 'label': 'location', 'start_offset': 45}, {'end_offset': 26, 'id': 48449, 'label': 'Infrastucture', 'start_offset': 15}]"
99,804," Credential theft today can happen in many ways, but the most notable are through credential phishing and the use of malware like keyloggers (both staples of the Sofacy group), as well as password reuse.","[{'end_offset': 17, 'id': 44859, 'label': 'attack-pattern', 'start_offset': 1}, {'end_offset': 101, 'id': 44860, 'label': 'attack-pattern', 'start_offset': 82}, {'end_offset': 140, 'id': 44861, 'label': 'attack-pattern', 'start_offset': 130}, {'end_offset': 174, 'id': 44862, 'label': 'threat-actor', 'start_offset': 162}, {'end_offset': 202, 'id': 44863, 'label': 'attack-pattern', 'start_offset': 188}]"
100,4565,"Consistent with CERT-UA reporting, TAG observed multiple Russian GRU actors - APT28 and Sandworm - conduct campaigns exploiting the Follina vulnerability.","[{'end_offset': 38, 'id': 50390, 'label': 'identity', 'start_offset': 35}, {'end_offset': 23, 'id': 50389, 'label': 'identity', 'start_offset': 16}, {'end_offset': 68, 'id': 50391, 'label': 'identity', 'start_offset': 57}, {'end_offset': 83, 'id': 50392, 'label': 'threat-actor', 'start_offset': 78}, {'end_offset': 153, 'id': 50394, 'label': 'vulnerability', 'start_offset': 132}, {'end_offset': 96, 'id': 50393, 'label': 'threat-actor', 'start_offset': 88}]"
101,992,"Recently, we found email accounts from top universities across the world being sold on Taobao, the largest consumer-to-consumer (C2C) e-commerce platform in China.","[{'end_offset': 93, 'id': 46489, 'label': 'SOFTWARE', 'start_offset': 87}, {'end_offset': 162, 'id': 46490, 'label': 'location', 'start_offset': 157}]"
102,3705,"On the other hand, FIN7 performs hooking.","[{'end_offset': 40, 'id': 11240, 'label': 'attack-pattern', 'start_offset': 33}, {'end_offset': 23, 'id': 49500, 'label': 'threat-actor', 'start_offset': 19}]"
103,4872,"This group also has links to the original developers of H-Worm, also known as njRAT.","[{'end_offset': 62, 'id': 50874, 'label': 'malware', 'start_offset': 56}, {'end_offset': 83, 'id': 14895, 'label': 'malware', 'start_offset': 78}]"
104,4030," We found that the threat actors used vulnerable Internet Information Services (IIS) server and Exchange server vulnerabilities as entry points, and then installed web shells.","[{'end_offset': 127, 'id': 49871, 'label': 'vulnerability', 'start_offset': 96}, {'end_offset': 91, 'id': 49872, 'label': 'vulnerability', 'start_offset': 38}, {'end_offset': 174, 'id': 49873, 'label': 'attack-pattern', 'start_offset': 164}]"
105,1252,"Using AutoFocus to quickly search and correlate artifacts across the collective set of WildFire and other Palo Alto Networks threat intelligence, we were able to associate the attacks with the group publicly known as “DragonOK.”","[{'end_offset': 95, 'id': 3823, 'label': 'malware', 'start_offset': 87}, {'end_offset': 226, 'id': 3826, 'label': 'threat-actor', 'start_offset': 218}, {'end_offset': 15, 'id': 46628, 'label': 'SOFTWARE', 'start_offset': 6}, {'end_offset': 124, 'id': 46629, 'label': 'identity', 'start_offset': 106}]"
106,5056,"Recently observed IPs used in Curious Gorge campaigns: COLDRIVER, a Russian-based threat actor sometimes referred to as Calisto, has launched credential phishing campaigns, targeting several US based NGOs and think tanks, the military of a Balkans country, and a Ukraine based defense contractor.","[{'end_offset': 43, 'id': 51151, 'label': 'threat-actor', 'start_offset': 30}, {'end_offset': 64, 'id': 51152, 'label': 'threat-actor', 'start_offset': 55}, {'end_offset': 75, 'id': 51153, 'label': 'location', 'start_offset': 68}, {'end_offset': 127, 'id': 51154, 'label': 'threat-actor', 'start_offset': 120}, {'end_offset': 171, 'id': 51155, 'label': 'attack-pattern', 'start_offset': 142}, {'end_offset': 255, 'id': 51157, 'label': 'identity', 'start_offset': 226}, {'end_offset': 295, 'id': 51158, 'label': 'identity', 'start_offset': 263}, {'end_offset': 220, 'id': 51156, 'label': 'identity', 'start_offset': 191}]"
107,5249,"We correlated the AnubisSpy variants to Sphinx’s desktop/PC-targeting malware through the following:  Shared C&C server, 86[.]105[.]18[.]107 Shared technique of decrypting JSON files, and similarity between the file structures of AnubisSpy and Sphinx’s malware Similar targets (highly concentrated in Middle Eastern countries)     Figure 2: Comparison of file structure in Sphinx’s desktop/PC-targeting malware (left) and AnubisSpy (right)","[{'end_offset': 27, 'id': 51288, 'label': 'malware', 'start_offset': 18}, {'end_offset': 315, 'id': 51287, 'label': 'location', 'start_offset': 301}, {'end_offset': 140, 'id': 16131, 'label': 'IPV4', 'start_offset': 121}, {'end_offset': 239, 'id': 16134, 'label': 'malware', 'start_offset': 230}, {'end_offset': 46, 'id': 16130, 'label': 'campaign', 'start_offset': 40}, {'end_offset': 431, 'id': 16142, 'label': 'malware', 'start_offset': 422}, {'end_offset': 379, 'id': 16140, 'label': 'campaign', 'start_offset': 373}, {'end_offset': 250, 'id': 16136, 'label': 'campaign', 'start_offset': 244}]"
108,4031,"Afterward, the .NET loader (detected as Nerapack) and the first stage backdoor (Quasar remote administration tool aka Quasar RAT) were deployed on the compromised machine.","[{'end_offset': 113, 'id': 49875, 'label': 'malware', 'start_offset': 80}, {'end_offset': 48, 'id': 49874, 'label': 'malware', 'start_offset': 40}, {'end_offset': 128, 'id': 49876, 'label': 'malware', 'start_offset': 118}]"
109,602,"In the past, Hancitor was sent as a malicious attachment in a spam email which would then download and install the attackers’ final malware like a banking Trojan.","[{'end_offset': 21, 'id': 46195, 'label': 'malware', 'start_offset': 13}, {'end_offset': 72, 'id': 46196, 'label': 'attack-pattern', 'start_offset': 36}]"
110,3088, They grouped these vulnerabilities under the names “Spectre” (CVE-2017-5753 and CVE-2017-5715) and “Meltdown” (CVE-2017-5754).,"[{'end_offset': 76, 'id': 48151, 'label': 'vulnerability', 'start_offset': 63}, {'end_offset': 94, 'id': 48152, 'label': 'vulnerability', 'start_offset': 81}, {'end_offset': 125, 'id': 48153, 'label': 'vulnerability', 'start_offset': 112}, {'end_offset': 60, 'id': 48154, 'label': 'vulnerability', 'start_offset': 53}, {'end_offset': 109, 'id': 48155, 'label': 'vulnerability', 'start_offset': 101}]"
111,194,"This post was substantially updated March 31 to add information on phishing and scam attacks, cybersquatting trends, fake donation websites, DoS attacks on Ukrainian news sites and distribution of malicious binaries.","[{'end_offset': 108, 'id': 45871, 'label': 'attack-pattern', 'start_offset': 94}, {'end_offset': 139, 'id': 45872, 'label': 'attack-pattern', 'start_offset': 117}, {'end_offset': 152, 'id': 45873, 'label': 'attack-pattern', 'start_offset': 141}, {'end_offset': 44, 'id': 45869, 'label': 'TIME', 'start_offset': 36}, {'end_offset': 176, 'id': 45874, 'label': 'identity', 'start_offset': 156}, {'end_offset': 215, 'id': 45875, 'label': 'attack-pattern', 'start_offset': 181}, {'end_offset': 92, 'id': 45870, 'label': 'attack-pattern', 'start_offset': 67}]"
112,105,"For example, we found that Conti operators use the cloud storage synchronization tool Rclone to upload files to the Mega cloud storage service.","[{'end_offset': 120, 'id': 377, 'label': 'malware', 'start_offset': 116}, {'end_offset': 42, 'id': 44599, 'label': 'threat-actor', 'start_offset': 27}, {'end_offset': 92, 'id': 44600, 'label': 'tools', 'start_offset': 86}, {'end_offset': 142, 'id': 44601, 'label': 'SOFTWARE', 'start_offset': 116}]"
113,3768, Our research so far has shown one publicly known sample demonstrating exploitation of CVE-2022-22960 by overwriting the /usr/local/horizon/scripts/publishCaCert.hzn file.,"[{'end_offset': 101, 'id': 49600, 'label': 'vulnerability', 'start_offset': 87}, {'end_offset': 165, 'id': 49601, 'label': 'FILEPATH', 'start_offset': 121}]"
114,2398,"On March 29, 2022, the Spring Cloud Expression Resource Access Vulnerability tracked in CVE-2022-22963 was patched with the release of Spring Cloud Function 3.1.7 and 3.2.3.","[{'end_offset': 17, 'id': 47468, 'label': 'TIME', 'start_offset': 3}, {'end_offset': 102, 'id': 47470, 'label': 'vulnerability', 'start_offset': 88}, {'end_offset': 76, 'id': 47469, 'label': 'vulnerability', 'start_offset': 23}, {'end_offset': 172, 'id': 47471, 'label': 'SOFTWARE', 'start_offset': 135}]"
115,3897,"The fact sheet comes after numerous ransomware attacks on key critical infrastructures in the US and abroad, including the attack on Colonial Pipeline by DarkSide.","[{'end_offset': 96, 'id': 49749, 'label': 'location', 'start_offset': 94}, {'end_offset': 162, 'id': 49751, 'label': 'threat-actor', 'start_offset': 154}, {'end_offset': 150, 'id': 49750, 'label': 'identity', 'start_offset': 133}]"
116,2704,"On Saturday, Microsoft disclosed a critical vulnerability in Internet Explorer, CVE-2014-1776, affecting Internet Explorer versions 6 through 11.","[{'end_offset': 11, 'id': 47941, 'label': 'TIME', 'start_offset': 3}, {'end_offset': 22, 'id': 47942, 'label': 'identity', 'start_offset': 13}, {'end_offset': 93, 'id': 47944, 'label': 'vulnerability', 'start_offset': 80}, {'end_offset': 133, 'id': 47945, 'label': 'SOFTWARE', 'start_offset': 105}, {'end_offset': 78, 'id': 47943, 'label': 'SOFTWARE', 'start_offset': 61}]"
117,5245, Sphinx reportedly uses the watering hole technique via social media sites to deliver its payloads — mainly a customized version of njRAT.,"[{'end_offset': 7, 'id': 51279, 'label': 'campaign', 'start_offset': 1}, {'end_offset': 137, 'id': 51280, 'label': 'malware', 'start_offset': 132}]"
118,14220,"The payload is a file named loadoerf.ini that contains decryption, run, and code injection functions.","[{'end_offset': 40, 'id': 48249, 'label': 'FILEPATH', 'start_offset': 28}, {'end_offset': 90, 'id': 48250, 'label': 'attack-pattern', 'start_offset': 76}]"
119,4373,"As part of TAG's mission to counter serious threats to Google and our users, we've analyzed a range of persistent threats including APT35 and Charming Kitten, an Iranian government-backed group that regularly targets high risk users.","[{'end_offset': 14, 'id': 50174, 'label': 'identity', 'start_offset': 11}, {'end_offset': 180, 'id': 50178, 'label': 'identity', 'start_offset': 162}, {'end_offset': 61, 'id': 50175, 'label': 'identity', 'start_offset': 55}, {'end_offset': 137, 'id': 50176, 'label': 'threat-actor', 'start_offset': 132}, {'end_offset': 157, 'id': 50177, 'label': 'threat-actor', 'start_offset': 142}]"
120,645," While we have not been able to directly confirm the source, we have seen evidence that a Ukrainian software application called MEDoc was used by attackers to deliver the Petya DLL.","[{'end_offset': 99, 'id': 46229, 'label': 'location', 'start_offset': 90}, {'end_offset': 133, 'id': 44817, 'label': 'SOFTWARE', 'start_offset': 128}, {'end_offset': 176, 'id': 44818, 'label': 'malware', 'start_offset': 171}]"
